location_id,state,lga_name,sa4_name,remoteness_area,population_2023_lga,population_2023_remoteness,dwelling_records
657,WA,Beverley,Western Australia - Wheat Belt,Outer Regional Australia,1768,2119123,971.0
658,WA,Ravensthorpe,Western Australia - Outback (South),Very Remote Australia,2277,198024,1405.0
659,WA,Joondalup,Perth - North West,Major Cities of Australia,169657,19343743,62177.0
660,Qld,Mount Isa,Queensland - Outback,Very Remote Australia,18945,198024,9053.0
661,Vic,Moorabool,Melbourne - West,Major Cities of Australia,39092,19343743,15473.0
662,SA,Coober Pedy,South Australia - Outback,Very Remote Australia,1550,198024,1481.0
663,Qld,Central Highlands (Qld),Central Queensland,Very Remote Australia,28973,198024,14180.0
664,WA,Dalwallinu,Western Australia - Wheat Belt,Remote Australia,1446,304013,611.0
665,WA,Gnowangerup,Western Australia - Wheat Belt,Remote Australia,1269,304013,671.0
666,NSW,Junee,Riverina,Outer Regional Australia,6520,2119123,2519.0
667,Vic,Loddon,Ballarat,Inner Regional Australia,7747,4683975,4323.0
668,Tas,Unknown,Unknown,Unknown,,,
669,NSW,Goulburn Mulwaree,Capital Region,Outer Regional Australia,32710,2119123,14739.0
670,SA,Goyder,Barossa - Yorke - Mid North,Outer Regional Australia,4132,2119123,2371.0
671,WA,Wongan-Ballidu,Western Australia - Wheat Belt,Remote Australia,1336,304013,685.0
672,WA,Collie,Bunbury,Inner Regional Australia,9295,4683975,4121.0
673,WA,Armadale,Perth - South East,Inner Regional Australia,105094,4683975,36306.0
674,NSW,Cootamundra-Gundagai,Riverina,Outer Regional Australia,11424,2119123,
675,WA,Wanneroo,Perth - North West,Inner Regional Australia,229438,4683975,78061.0
676,WA,East Pilbara,Western Australia - Outback (North),Very Remote Australia,10401,198024,3625.0
677,WA,Menzies,Western Australia - Outback (South),Very Remote Australia,575,198024,237.0
678,WA,Halls Creek,Western Australia - Outback (North),Very Remote Australia,4136,198024,1674.0
679,WA,Irwin,Western Australia - Outback (South),Outer Regional Australia,3842,2119123,2163.0
680,NSW,Walgett,Far West and Orana,Very Remote Australia,5519,198024,2865.0
681,Qld,Yarrabah,Cairns,Outer Regional Australia,2640,2119123,524.0
682,WA,Pingelly,Western Australia - Wheat Belt,Outer Regional Australia,1084,2119123,553.0
683,NSW,Narrabri,New England and North West,Remote Australia,12754,304013,5997.0
684,WA,Broome,Western Australia - Outback (North),Remote Australia,18611,304013,9419.0
685,WA,Kondinin,Western Australia - Wheat Belt,Remote Australia,858,304013,471.0
686,WA,Cue,Western Australia - Outback (South),Very Remote Australia,231,198024,204.0
687,NSW,Hay,Murray,Outer Regional Australia,2830,2119123,1552.0
688,NSW,Wollondilly,Sydney - Outer South West,Major Cities of Australia,57616,19343743,18918.0
689,WA,Kalamunda,Perth - South East,Major Cities of Australia,62670,19343743,23347.0
690,Qld,Fraser Coast,Wide Bay,Remote Australia,117940,304013,52621.0
691,WA,Quairading,Western Australia - Wheat Belt,Outer Regional Australia,973,2119123,499.0
692,NSW,Randwick,Sydney - City and Inner South,Major Cities of Australia,141840,19343743,59965.0
693,WA,Mundaring,Perth - North East,Major Cities of Australia,41421,19343743,14962.0
694,Qld,Mornington,Queensland - Outback,Very Remote Australia,1079,198024,373.0
695,WA,Wandering,Western Australia - Wheat Belt,Outer Regional Australia,545,2119123,260.0
696,WA,Nannup,Bunbury,Outer Regional Australia,1632,2119123,1014.0
697,NSW,Broken Hill,Far West and Orana,Outer Regional Australia,17624,2119123,9591.0
698,WA,Ngaanyatjarraku,Western Australia - Outback (South),Very Remote Australia,1479,198024,607.0
699,Qld,Brisbane,Brisbane - West,Inner Regional Australia,1323162,4683975,519431.0
700,WA,Corrigin,Western Australia - Wheat Belt,Remote Australia,1029,304013,508.0
701,SA,Anangu Pitjantjatjara Yunkunytjatjara,South Australia - Outback,Very Remote Australia,,198024,778.0
702,WA,Fremantle,Perth - South West,Major Cities of Australia,35157,19343743,15751.0
703,WA,Toodyay,Western Australia - Wheat Belt,Inner Regional Australia,4954,4683975,2382.0
704,SA,Streaky Bay,South Australia - Outback,Very Remote Australia,2278,198024,1393.0
705,Vic,Southern Grampians,Warrnambool and South West,Inner Regional Australia,16470,4683975,8292.0
706,WA,Victoria Plains,Western Australia - Wheat Belt,Outer Regional Australia,824,2119123,411.0
707,WA,Northampton,Western Australia - Outback (South),Remote Australia,3369,304013,2382.0
708,WA,Bridgetown-Greenbushes,Bunbury,Outer Regional Australia,5669,2119123,2688.0
709,SA,Kimba,South Australia - Outback,Remote Australia,1059,304013,616.0
710,WA,Katanning,Western Australia - Wheat Belt,Outer Regional Australia,4290,2119123,1843.0
711,WA,Jerramungup,Western Australia - Wheat Belt,Remote Australia,1213,304013,913.0
712,WA,Carnamah,Western Australia - Outback (South),Remote Australia,579,304013,371.0
713,NSW,Nambucca,Mid North Coast,Inner Regional Australia,,4683975,
714,WA,Ashburton,Western Australia - Outback (North),Very Remote Australia,8076,198024,3727.0
715,WA,West Arthur,Western Australia - Wheat Belt,Outer Regional Australia,787,2119123,376.0
716,NSW,Cootamundra-Gundagai,Riverina,Inner Regional Australia,11424,4683975,
717,SA,Mount Gambier,South Australia - South East,Outer Regional Australia,27846,2119123,12789.0
718,WA,South Perth,Perth - South East,Major Cities of Australia,46701,19343743,20882.0
719,WA,Brookton,Western Australia - Wheat Belt,Outer Regional Australia,955,2119123,482.0
720,Qld,Burke,Queensland - Outback,Very Remote Australia,438,198024,546.0
721,WA,Nedlands,Perth - Inner,Major Cities of Australia,24127,19343743,8407.0
722,WA,Gingin,Western Australia - Wheat Belt,Outer Regional Australia,6064,2119123,4107.0
723,WA,Stirling,Perth - Inner,Major Cities of Australia,243871,19343743,102177.0
724,SA,Franklin Harbour,South Australia - Outback,Remote Australia,1332,304013,876.0
725,NSW,Northern Beaches,Sydney - Northern Beaches,Inner Regional Australia,267921,4683975,105115.0
726,SA,Coorong,South Australia - South East,Inner Regional Australia,5612,4683975,3106.0
727,WA,Waroona,Bunbury,Inner Regional Australia,4457,4683975,2224.0
728,WA,Cunderdin,Western Australia - Wheat Belt,Outer Regional Australia,1322,2119123,659.0
729,WA,Greater Geraldton,Western Australia - Outback (South),Remote Australia,41914,304013,18018.0
730,WA,Lake Grace,Western Australia - Wheat Belt,Remote Australia,1301,304013,751.0
731,NSW,Kiama,Illawarra,Major Cities of Australia,23002,19343743,10785.0
732,NSW,Oberon,Central West,Inner Regional Australia,5600,4683975,2828.0
733,WA,Cranbrook,Western Australia - Wheat Belt,Outer Regional Australia,1149,2119123,612.0
734,Tas,Break O'Day,Launceston and North East,Remote Australia,,304013,4850.0
735,NT,Victoria Daly,Northern Territory - Outback,Remote Australia,3295,304013,1232.0
736,NSW,Murrumbidgee,Murray,Outer Regional Australia,3607,2119123,1647.0
737,NSW,Sydney,Sydney - Eastern Suburbs,Major Cities of Australia,231086,19343743,124114.0
738,WA,Chapman Valley,Western Australia - Outback (South),Outer Regional Australia,1663,2119123,694.0
739,SA,Kingston (SA),South Australia - South East,Remote Australia,2393,304013,1733.0
740,WA,Mandurah,Mandurah,Inner Regional Australia,99272,4683975,44140.0
741,WA,Kalamunda,Perth - South East,Inner Regional Australia,62670,4683975,23347.0
742,WA,Kellerberrin,Western Australia - Wheat Belt,Outer Regional Australia,1166,2119123,621.0
743,WA,Kalamunda,Perth - North East,Inner Regional Australia,62670,4683975,23347.0
744,Qld,Balonne,Darling Downs - Maranoa,Very Remote Australia,4345,198024,2283.0
745,NSW,Murray River,Murray,Remote Australia,13326,304013,6268.0
746,Vic,Ararat,Ballarat,Inner Regional Australia,11683,4683975,5509.0
747,NT,Wagait,Northern Territory - Outback,Remote Australia,464,304013,293.0
748,Qld,Weipa,Queensland - Outback,Very Remote Australia,4251,198024,1839.0
749,Vic,Wyndham,Melbourne - West,Inner Regional Australia,324087,4683975,100363.0
750,SA,Barossa,Adelaide - North,Major Cities of Australia,26268,19343743,11044.0
751,Vic,Pyrenees,Ballarat,Outer Regional Australia,7786,2119123,3939.0
752,Qld,Pormpuraaw,Queensland - Outback,Very Remote Australia,644,198024,253.0
753,WA,Wongan-Ballidu,Western Australia - Wheat Belt,Outer Regional Australia,1336,2119123,685.0
754,WA,Karratha,Western Australia - Outback (North),Very Remote Australia,24237,198024,10056.0
755,NSW,Bourke,Far West and Orana,Very Remote Australia,2365,198024,1317.0
756,NSW,Bathurst Regional,Central West,Outer Regional Australia,,2119123,18458.0
757,Qld,Redland,Brisbane - East,Remote Australia,166809,304013,65216.0
758,WA,Moora,Western Australia - Wheat Belt,Outer Regional Australia,2392,2119123,1156.0
759,NSW,Richmond Valley,Coffs Harbour - Grafton,Outer Regional Australia,23705,2119123,10692.0
760,NSW,Upper Hunter,Hunter Valley exc Newcastle,Inner Regional Australia,14338,4683975,
761,Vic,Unincorporated Vic,Hume,Outer Regional Australia,953,2119123,1054.0
762,Vic,Melton,Melbourne - West,Inner Regional Australia,206070,4683975,60363.0
763,Vic,Greater Shepparton,Hume,Inner Regional Australia,69135,4683975,28885.0
764,NSW,Dungog,Hunter Valley exc Newcastle,Inner Regional Australia,9767,4683975,4224.0
765,WA,Chittering,Western Australia - Wheat Belt,Outer Regional Australia,6516,2119123,2410.0
766,Qld,Palm Island,Townsville,Remote Australia,2214,304013,562.0
767,NT,West Daly,Northern Territory - Outback,Very Remote Australia,3426,198024,709.0
768,WA,Mosman Park,Perth - Inner,Major Cities of Australia,10032,19343743,4122.0
769,WA,Narrogin,Western Australia - Wheat Belt,Outer Regional Australia,4983,2119123,2409.0
770,WA,Merredin,Western Australia - Wheat Belt,Remote Australia,3268,304013,1636.0
771,NT,Unincorporated NT,Northern Territory - Outback,Very Remote Australia,7713,198024,4175.0
772,WA,Westonia,Western Australia - Wheat Belt,Remote Australia,244,304013,147.0
773,WA,Morawa,Western Australia - Outback (South),Remote Australia,679,304013,320.0
774,WA,Claremont,Perth - Inner,Major Cities of Australia,12178,19343743,5251.0
775,WA,Mingenew,Western Australia - Outback (South),Outer Regional Australia,417,2119123,274.0
776,WA,Merredin,Western Australia - Wheat Belt,Outer Regional Australia,3268,2119123,1636.0
777,Qld,Fraser Coast,Wide Bay,Outer Regional Australia,117940,2119123,52621.0
778,Qld,Unknown,Unknown,Unknown,,,
779,WA,Murray,Western Australia - Wheat Belt,Inner Regional Australia,19823,4683975,8192.0
780,NSW,The Hills,Sydney - Parramatta,Major Cities of Australia,207959,19343743,
781,NSW,Liverpool,Sydney - South West,Inner Regional Australia,247672,4683975,77895.0
782,WA,Boddington,Western Australia - Wheat Belt,Outer Regional Australia,1786,2119123,839.0
783,SA,Yorke Peninsula,Barossa - Yorke - Mid North,Remote Australia,12040,304013,10310.0
784,WA,Goomalling,Western Australia - Wheat Belt,Outer Regional Australia,987,2119123,527.0
785,WA,Subiaco,Perth - Inner,Major Cities of Australia,18870,19343743,8829.0
786,WA,Trayning,Western Australia - Wheat Belt,Remote Australia,303,304013,253.0
787,WA,Manjimup,Bunbury,Remote Australia,9438,304013,5035.0
788,Vic,Yarra Ranges,Hume,Inner Regional Australia,158694,4683975,61574.0
789,WA,Esperance,Western Australia - Outback (South),Very Remote Australia,14547,198024,6844.0
790,SA,Franklin Harbour,South Australia - Outback,Outer Regional Australia,1332,2119123,876.0
791,NT,West Daly,Northern Territory - Outback,Remote Australia,3426,304013,709.0
792,WA,Shark Bay,Western Australia - Outback (South),Very Remote Australia,1129,198024,1295.0
793,WA,Exmouth,Western Australia - Outback (South),Very Remote Australia,3466,198024,2662.0
794,Vic,Ararat,Ballarat,Outer Regional Australia,11683,2119123,5509.0
795,WA,Sandstone,Western Australia - Outback (South),Very Remote Australia,116,198024,94.0
796,Vic,Surf Coast,Warrnambool and South West,Inner Regional Australia,39292,4683975,20678.0
797,NSW,Unknown,Unknown,Unknown,,,
798,WA,Gnowangerup,Western Australia - Wheat Belt,Outer Regional Australia,1269,2119123,671.0
799,WA,Boyup Brook,Bunbury,Outer Regional Australia,1948,2119123,927.0
800,WA,Cottesloe,Perth - Inner,Major Cities of Australia,8695,19343743,3612.0
801,WA,Wickepin,Western Australia - Wheat Belt,Remote Australia,701,304013,335.0
802,WA,Leonora,Western Australia - Outback (South),Very Remote Australia,1732,198024,839.0
803,SA,Unknown,Unknown,Unknown,,,
